302,17Networks_RH_SalVentAttnA_FrMed_3,196,52,245,0,7,
303,17Networks_RH_SalVentAttnA_FrMed_4,196,52,246,0,7,
304,17Networks_RH_SalVentAttnB_IPL_1,250,152,214,0,8,
305,17Networks_RH_SalVentAttnB_PFClv_1,250,151,214,0,8,
306,17Networks_RH_SalVentAttnB_PFCl_1,250,151,215,0,8,
307,17Networks_RH_SalVentAttnB_PFCl_2,250,151,216,0,8,
308,17Networks_RH_SalVentAttnB_PFCl_3,250,151,217,0,8,Salience/ven Attn B
309,17Networks_RH_SalVentAttnB_Ins_1,250,152,215,0,8,
310,17Networks_RH_SalVentAttnB_Ins_2,250,152,216,0,8,
311,17Networks_RH_SalVentAttnB_PFCmp_1,250,153,214,0,8,
312,17Networks_RH_SalVentAttnB_PFCmp_2,250,153,215,0,8,
313,17Networks_RH_LimbicB_OFC_1,126,135,50,0,9,
314,17Networks_RH_LimbicB_OFC_2,126,135,52,0,9,
315,17Networks_RH_LimbicB_OFC_3,126,135,53,0,9,Limbic A
316,17Networks_RH_LimbicB_OFC_4,126,135,54,0,9,
317,17Networks_RH_LimbicB_OFC_5,126,135,55,0,9,
318,17Networks_RH_LimbicB_OFC_6,126,135,56,0,9,
319,17Networks_RH_LimbicA_TempPole_1,224,248,164,0,10,
320,17Networks_RH_LimbicA_TempPole_2,224,248,166,0,10,
321,17Networks_RH_LimbicA_TempPole_3,224,248,167,0,10,
322,17Networks_RH_LimbicA_TempPole_4,224,248,168,0,10,Limbic B
323,17Networks_RH_LimbicA_TempPole_5,224,248,169,0,10,
324,17Networks_RH_LimbicA_TempPole_6,224,248,170,0,10,
325,17Networks_RH_ContA_IPS_1,234,147,35,0,11,
326,17Networks_RH_ContA_IPS_2,234,147,36,0,11,
327,17Networks_RH_ContA_IPS_3,234,147,37,0,11,
328,17Networks_RH_ContA_IPS_4,234,147,38,0,11,
329,17Networks_RH_ContA_PFCd_1,234,147,34,0,11,
330,17Networks_RH_ContA_PFCl_1,233,148,33,0,11,Control A
331,17Networks_RH_ContA_PFCl_2,233,148,35,0,11,
332,17Networks_RH_ContA_PFCl_3,233,148,36,0,11,
333,17Networks_RH_ContA_PFCl_4,233,148,37,0,11,
334,17Networks_RH_ContA_PFCl_5,233,148,38,0,11,
335,17Networks_RH_ContA_Cingm_1,233,148,34,0,11,
336,17Networks_RH_ContB_Temp_1,140,51,76,0,12,
337,17Networks_RH_ContB_Temp_2,140,51,77,0,12,
338,17Networks_RH_ContB_IPL_1,139,50,74,0,12,
339,17Networks_RH_ContB_IPL_2,139,50,75,0,12,
340,17Networks_RH_ContB_IPL_3,139,50,76,0,12,
341,17Networks_RH_ContB_IPL_4,139,50,77,0,12,
342,17Networks_RH_ContB_PFCld_1,139,49,75,0,12,
343,17Networks_RH_ContB_PFCld_2,139,49,76,0,12,Control B
344,17Networks_RH_ContB_PFCld_3,139,49,77,0,12,
345,17Networks_RH_ContB_PFCld_4,139,49,78,0,12,
346,17Networks_RH_ContB_PFClv_1,139,49,74,0,12,
347,17Networks_RH_ContB_PFClv_2,139,49,79,0,12,
348,17Networks_RH_ContB_PFClv_3,139,49,80,0,12,
349,17Networks_RH_ContB_PFClv_4,139,50,73,0,12,
350,17Networks_RH_ContB_PFCmp_1,138,50,75,0,12,
351,17Networks_RH_ContC_pCun_1,123,141,175,0,13,
352,17Networks_RH_ContC_pCun_2,123,141,177,0,13,
353,17Networks_RH_ContC_pCun_3,123,141,178,0,13,
354,17Networks_RH_ContC_pCun_4,123,141,179,0,13,Control C
355,17Networks_RH_ContC_pCun_5,123,141,180,0,13,
356,17Networks_RH_ContC_Cingp_1,123,141,181,0,13,
357,17Networks_RH_ContC_Cingp_2,123,141,182,0,13,
358,17Networks_RH_DefaultA_Temp_1,250,255,2,0,14,
359,17Networks_RH_DefaultA_IPL_1,251,254,2,0,14,
360,17Networks_RH_DefaultA_IPL_2,251,254,3,0,14,
361,17Networks_RH_DefaultA_PFCd_1,251,255,3,0,14,
362,17Networks_RH_DefaultA_PFCd_2,251,255,4,0,14,
363,17Networks_RH_DefaultA_pCunPCC_1,251,253,1,0,14,
364,17Networks_RH_DefaultA_pCunPCC_2,251,253,2,0,14,
365,17Networks_RH_DefaultA_pCunPCC_3,251,253,3,0,14,Default A
366,17Networks_RH_DefaultA_pCunPCC_4,251,253,4,0,14,
367,17Networks_RH_DefaultA_pCunPCC_5,251,253,5,0,14,
368,17Networks_RH_DefaultA_PFCm_1,249,255,1,0,14,
369,17Networks_RH_DefaultA_PFCm_2,249,255,2,0,14,
370,17Networks_RH_DefaultA_PFCm_3,249,255,3,0,14,
371,17Networks_RH_DefaultA_PFCm_4,249,255,4,0,14,
372,17Networks_RH_DefaultA_PFCm_5,249,255,5,0,14,
373,17Networks_RH_DefaultA_PFCm_6,249,255,6,0,14,
374,17Networks_RH_DefaultB_Temp_1,210,62,80,0,15,
375,17Networks_RH_DefaultB_Temp_2,210,62,81,0,15,
376,17Networks_RH_DefaultB_AntTemp_1,210,63,79,0,15,
377,17Networks_RH_DefaultB_PFCd_1,210,63,78,0,15,
378,17Networks_RH_DefaultB_PFCd_2,210,63,80,0,15,
379,17Networks_RH_DefaultB_PFCd_3,210,63,81,0,15,Default B
380,17Networks_RH_DefaultB_PFCd_4,210,63,82,0,15,
381,17Networks_RH_DefaultB_PFCd_5,210,63,83,0,15,
382,17Networks_RH_DefaultB_PFCv_1,209,62,78,0,15,
383,17Networks_RH_DefaultB_PFCv_2,209,62,79,0,15,
384,17Networks_RH_DefaultB_PFCv_3,209,62,80,0,15,
385,17Networks_RH_DefaultC_IPL_1,4,1,132,0,16,
386,17Networks_RH_DefaultC_IPL_2,4,1,133,0,16,
